20.0
21.47
23.06
24.75
26.58
28.54
30.64
32.9
35.32
37.92
40.72
43.72
46.94
50.4
54.11
58.1
62.38
66.97
71.91
77.21
82.89
89.0
95.56
102.6
110.16
113.23
116.28
120.67
123.60
126.99
130.00
136.35
140.66
145.92
149.26
154.17
159.74
165.73
174.87
182.75
190.43
197.29
204.27
210.56
224.27
240.8
258.54
277.59
298.04
320.0
